,矢板の全長,引張材位置,腹起し番号
7600,6.5,3.9,4
7601,5.6,2.6,7
7602,4.7,1.7,9
7603,11.0,2.9,3
7604,13.3,3.6,5
7605,12.4,2.4,7
7606,11.0,3.1,6
7607,10.2,1.8,8
7608,17.4,5.5,10
7609,16.5,3.9,2
7610,3.8,0.6,1
7611,11.0,8.6,4
7612,9.2,5.2,8
7613,12.4,2.8,8
7614,13.8,4.5,3
7615,13.2,0.7,9
7616,5.6,1.7,7
7617,5.2,2.2,3
7618,16.0,3.3,9
7619,15.2,2.0,1
7620,14.7,6.2,7
7621,13.8,4.1,9
7622,15.2,6.6,5
7623,8.8,3.9,5
7624,7.9,2.7,7
7625,19.2,5.5,6
7626,17.4,6.7,1
7627,16.1,3.3,9
7628,15.2,2.4,1
7629,14.3,4.9,4
7630,7.9,2.0,3
7631,15.1,7.4,5
7632,8.4,2.9,1
7633,7.8,1.8,7
7634,6.9,1.2,9
7635,8.3,3.0,5
7636,17.4,6.8,1
7637,16.5,5.3,3
7638,9.7,1.6,9
7639,14.8,1.5,8
7640,3.4,2.0,3
7641,10.6,6.5,5
7642,13.8,4.0,4
7643,12.9,2.7,6
7644,12.0,1.7,9
7645,12.9,7.1,10
7646,6.5,4.0,10
7647,9.8,1.8,9
7648,8.9,1.1,2
7649,10.6,3.3,1
7650,9.7,5.7,3
7651,11.1,7.7,9
7652,12.1,1.3,5
7653,7.1,1.2,10
7654,8.8,3.5,10
7655,7.0,4.7,4
7656,10.2,1.8,3
7657,11.9,3.9,3
7658,11.1,2.7,5
7659,10.2,2.1,7
7660,13.5,3.0,7
7661,3.0,1.7,9
7662,7.6,1.4,4
7663,14.8,4.1,7
7664,11.6,0.9,5
7665,6.6,3.5,1
7666,17.9,7.2,10
7667,17.0,5.4,2
7668,16.1,4.0,5
7669,15.2,2.9,7
7670,14.8,5.8,3
7671,9.8,4.4,8
7672,8.9,2.8,10
7673,12.9,7.0,1
7674,12.0,5.0,4
7675,11.1,3.5,6
7676,12.0,4.5,8
7677,15.3,6.9,7
7678,14.4,5.1,9
7679,9.4,4.9,4
7680,14.3,2.8,3
7681,13.4,1.4,6
7682,12.5,5.8,8
7683,11.6,4.0,10
7684,5.3,1.6,10
7685,12.5,5.0,2
7686,11.6,3.5,4
7687,10.7,6.9,6
7688,9.8,5.1,9
7689,9.3,4.9,5
7690,8.4,3.9,7
7691,7.5,0.8,9
7692,6.7,3.3,1
7693,18.0,7.1,1
7694,17.1,5.0,3
7695,9.8,1.7,5
7696,8.9,0.9,7
7697,10.7,7.2,7
7698,9.8,5.6,9
7699,3.0,1.3,5
7700,12.2,1.6,1
7701,11.3,1.2,3
7702,12.6,2.6,9
7703,12.1,5.4,4
7704,7.1,4.1,10
7705,6.2,2.6,2
7706,9.4,1.0,1
7707,16.6,2.6,4
7708,15.7,7.4,6
7709,12.7,2.0,5
7710,19.9,6.0,7
7711,9.4,4.6,9
7712,12.6,2.9,9
7713,5.3,1.3,10
7714,12.5,4.7,3
7715,11.6,3.0,5
7716,10.7,1.7,7
7717,14.0,3.5,7
7718,3.5,2.0,9
7719,8.1,1.9,4
7720,15.3,5.5,6
7721,6.7,1.5,2
7722,5.8,1.6,5
7723,13.0,7.2,7
7724,12.1,5.6,9
7725,16.7,2.6,4
7726,4.0,2.2,3
7727,11.2,7.6,5
7728,14.4,4.6,5
7729,13.5,3.1,7
7730,12.7,2.0,9
7731,11.8,1.2,2
7732,10.9,1.6,4
7733,6.2,3.4,3
7734,5.4,2.4,5
7735,9.4,4.2,6
7736,8.5,2.6,9
7737,7.6,1.4,1
7738,14.8,4.3,3
7739,13.1,6.6,8
7740,11.3,3.4,2
7741,10.8,3.6,8
7742,15.4,3.3,3
7743,9.0,3.0,3
7744,13.6,2.6,8
7745,12.7,1.4,10
7746,14.4,3.4,10
7747,13.5,2.0,2
7748,18.6,8.2,1
7749,17.7,6.1,3
7750,11.3,3.7,2
7751,10.4,2.5,5
7752,9.5,1.7,7
7753,8.6,1.9,9
7754,15.8,7.7,2
7755,12.7,1.6,10
7756,11.8,0.7,3
7757,19.1,1.8,5
7758,18.2,7.0,7
7759,7.7,5.0,10
7760,6.8,3.5,2
7761,5.9,2.3,4
7762,14.9,5.5,10
7763,14.9,3.9,4
7764,7.3,1.1,2
7765,12.3,4.6,1
7766,11.4,3.0,3
7767,13.1,5.9,3
7768,14.6,4.2,7
7769,3.2,1.5,1
7770,10.4,6.1,3
7771,9.5,2.0,6
7772,12.7,0.6,5
7773,10.9,1.9,10
7774,6.3,2.7,8
7775,5.5,1.6,1
7776,4.6,1.0,3
7777,15.9,7.4,2
7778,15.0,5.5,5
7779,8.6,3.1,4
7780,7.7,2.0,6
7781,9.4,4.9,6
7782,8.5,7.1,8
7783,7.6,4.9,10
7784,6.8,3.2,3
7785,10.1,1.3,2
7786,17.3,3.5,4
7787,10.9,1.9,4
7788,10.0,4.9,6
7789,11.4,7.7,2
7790,9.9,5.1,10
7791,12.8,1.5,6
7792,12.3,2.3,2
7793,13.6,7.3,8
7794,12.7,5.4,10
7795,12.3,3.9,6
7796,5.5,1.8,1
7797,12.7,2.9,4
7798,11.3,7.6,2
7799,10.4,5.6,4
7800,13.7,3.2,4
7801,14.1,1.4,2
7802,7.7,0.2,1
7803,6.9,2.9,3
7804,6.0,1.6,6
7805,11.0,1.7,5
7806,10.1,0.8,7
7807,9.2,2.5,9
7808,16.4,7.3,1
7809,10.0,4.2,1
7810,9.1,2.9,3
7811,12.4,1.4,2
7812,7.4,1.5,8
7813,5.9,2.4,6
7814,5.1,1.5,8
7815,12.3,1.6,10
7816,14.7,4.2,2
7817,8.3,1.7,1
7818,12.9,1.9,7
7819,14.6,3.6,6
7820,13.7,2.3,8
7821,7.3,4.0,8
7822,6.4,2.5,10
7823,5.5,1.4,2
7824,16.9,4.8,2
7825,16.0,3.6,4
7826,9.7,1.9,3
7827,8.8,1.9,6
7828,16.0,6.3,8
7829,9.6,3.7,7
7830,8.7,2.2,10
7831,13.3,2.7,5
7832,6.9,2.7,4
7833,14.1,7.5,7
7834,17.3,5.1,6
7835,6.8,2.9,8
7836,10.2,1.8,8
7837,9.3,1.1,10
7838,11.0,7.0,9
7839,10.1,4.5,2
7840,9.2,2.8,4
7841,13.8,2.4,9
7842,12.9,1.7,1
7843,12.4,4.6,7
7844,11.5,3.0,10
7845,12.8,5.7,5
7846,12.3,4.4,1
7847,16.0,6.8,9
7848,3.3,1.7,8
7849,10.5,5.4,10
7850,9.6,4.4,2
7851,7.8,4.6,7
7852,7.0,3.1,9
7853,5.5,1.8,7
7854,10.1,4.3,2
7855,13.4,2.0,6
7856,12.5,1.5,8
7857,11.6,2.3,10
7858,18.8,6.6,3
7859,17.9,4.7,5
7860,16.5,2.4,3
7861,11.4,7.4,8
7862,14.8,4.6,8
7863,13.9,3.3,10
7864,13.0,1.2,2
7865,12.1,0.7,5
7866,19.3,8.5,7
7867,5.6,1.7,8
7868,12.8,5.9,10
7869,11.9,1.2,3
7870,11.0,6.1,5
7871,10.1,4.5,7
7872,3.0,1.4,9
7873,10.2,1.5,1
7874,11.1,1.9,7
7875,18.3,5.7,9
7876,5.2,3.9,8
7877,15.6,4.8,10
7878,14.8,3.6,2
7879,13.9,2.7,5
7880,13.0,4.8,7
7881,12.5,4.7,3
7882,13.8,5.7,9
7883,12.9,4.1,1
7884,12.4,1.3,7
7885,11.5,7.4,9
7886,13.9,2.9,1
7887,15.2,5.4,7
7888,14.3,2.4,9
7889,13.8,3.5,5
7890,7.1,0.5,1
7891,12.1,3.5,9
7892,11.2,2.3,2
7893,12.9,4.8,1
7894,12.0,3.9,3
7895,11.1,6.2,6
7896,4.7,3.0,5
7897,15.2,4.2,7
7898,14.3,3.0,9
7899,13.5,2.3,1
7900,7.1,2.8,1
7901,6.2,1.5,3
7902,13.4,4.9,5
7903,12.5,3.5,8
7904,5.2,1.2,9
7905,15.6,6.1,1
7906,8.9,1.8,7
7907,8.5,2.7,3
7908,7.6,0.6,5
7909,13.9,7.0,10
7910,13.0,5.5,2
7911,12.1,2.4,4
7912,5.7,0.9,4
7913,17.0,0.8,3
7914,12.0,8.0,8
7915,11.1,6.2,10
7916,14.4,3.6,10
7917,13.5,2.6,2
7918,8.0,4.5,3
7919,6.2,1.9,8
7920,5.3,1.2,10
7921,16.6,3.5,9
7922,11.6,7.0,5
7923,8.5,1.4,3
7924,10.2,3.5,3
7925,9.3,2.5,5
7926,8.4,2.0,7
7927,13.0,4.6,3
7928,18.0,4.2,1
7929,17.1,3.0,4
7930,16.2,2.2,6
7931,9.9,3.1,5
7932,4.9,3.0,1
7933,16.2,7.1,10
7934,13.0,2.3,9
7935,12.1,0.4,1
7936,19.4,8.3,3
7937,18.5,6.4,6
7938,8.0,5.0,8
7939,13.0,5.2,7
7940,6.3,1.5,3
7941,15.3,4.7,8
7942,14.4,3.1,1
7943,13.5,2.1,3
7944,3.0,1.3,5
7945,10.2,4.8,8
7946,9.3,7.0,10
7947,8.4,4.7,2
7948,16.7,2.5,10
7949,11.7,7.0,6
7950,5.3,3.9,5
7951,9.9,3.4,10
7952,3.5,1.1,10
7953,8.5,1.2,8
7954,9.8,3.6,4
7955,6.7,1.9,3
7956,18.1,5.8,2
7957,6.7,1.6,7
7958,11.3,0.9,2
7959,4.9,2.7,1
7960,4.0,1.3,4
7961,9.0,2.8,3
7962,8.1,2.1,5
7963,9.8,8.6,4
7964,8.9,6.2,6
7965,7.2,3.3,1
7966,6.3,2.5,3
7967,5.4,0.4,6
7968,11.7,6.2,10
7969,8.6,1.7,9
7970,10.3,3.6,8
7971,14.0,6.6,6
7972,13.1,4.9,8
7973,6.7,2.6,8
7974,5.8,1.6,10
7975,13.0,5.2,2
7976,15.5,4.2,4
7977,9.1,1.8,3
7978,8.2,0.9,6
7979,13.1,0.9,4
7980,14.5,1.8,10
7981,13.1,5.2,8
7982,6.3,1.6,4
7983,5.9,2.1,10
7984,10.5,3.8,5
7985,9.6,2.1,8
7986,11.3,5.9,7
7987,9.5,2.0,1
7988,12.7,0.4,1
7989,14.4,8.0,10
7990,13.6,5.5,3
7991,7.2,2.8,2
7992,6.3,1.8,4
7993,7.6,3.5,10
7994,16.8,2.8,6
7995,15.9,5.8,8
7996,17.3,8.4,4
7997,8.6,1.3,10
7998,10.0,2.6,6
7999,14.9,3.0,4
8000,14.1,6.6,7
8001,18.1,6.1,8
8002,13.1,4.1,3
8003,9.1,1.8,4
8004,16.3,6.7,6
8005,10.4,1.3,4
8006,13.7,5.4,3
8007,18.6,6.0,2
8008,8.1,4.6,4
8009,6.3,1.6,9
8010,5.4,3.2,1
8011,10.5,4.1,10
8012,9.6,3.4,2
8013,8.7,2.4,5
8014,10.4,4.0,4
8015,13.3,4.1,10
8016,8.6,4.8,9
8017,11.8,2.3,8
8018,10.9,1.4,10
8019,10.0,0.7,3
8020,11.9,7.0,2
8021,5.0,1.9,8
8022,4.6,2.7,4
8023,3.7,1.0,6
8024,14.1,1.5,8
8025,15.5,4.4,3
8026,9.1,6.2,3
8027,8.2,3.8,5
8028,7.3,2.3,7
8029,6.4,1.2,10
8030,6.0,4.3,6
8031,16.8,7.0,1
8032,10.5,3.8,1
8033,9.6,2.4,3
8034,11.4,5.5,2
8035,14.6,3.4,2
8036,7.3,2.1,4
8037,14.5,7.9,6
8038,7.8,3.5,2
8039,7.3,2.9,8
8040,18.2,3.1,3
8041,17.3,1.6,6
8042,16.9,7.7,2
8043,10.1,2.7,7
8044,8.7,1.6,5
8045,10.1,3.0,1
8046,9.2,2.1,4
8047,8.7,5.5,9
8048,7.8,4.0,2
8049,6.9,2.8,4
8050,12.3,7.3,1
8051,9.2,6.0,4
8052,18.7,6.2,8
8053,12.8,4.4,5
8054,11.9,6.2,7
8055,16.8,5.9,6
8056,15.9,4.0,9
8057,9.7,2.2,8
8058,8.8,1.2,10
8059,12.0,1.8,10
8060,19.2,6.9,2
8061,12.8,4.3,1
8062,7.8,3.8,7
8063,11.0,2.0,6
8064,11.9,6.3,8
8065,16.4,4.9,3
8066,15.6,3.2,5
8067,9.2,1.5,4
8068,8.4,0.8,7
8069,10.1,7.8,6
8070,9.2,5.7,8
8071,12.4,3.2,8
8072,11.5,2.1,10
8073,13.3,4.4,10
8074,12.4,7.7,2
8075,11.5,5.9,4
8076,10.6,4.4,6
8077,9.7,1.9,9
8078,11.4,3.1,8
8079,10.6,1.5,10
8080,12.9,3.6,2
8081,7.4,2.9,3
8082,6.5,2.0,5
8083,17.4,7.8,1
8084,16.9,7.4,7
8085,10.2,3.2,3
8086,9.3,2.0,5
8087,8.8,0.8,1
8088,10.1,1.0,7
8089,9.2,5.4,9
8090,12.5,2.5,9
8091,11.6,1.3,1
8092,18.8,5.6,3
8093,10.2,0.8,9
8094,17.4,8.2,1
8095,10.7,3.3,7
8096,10.1,3.7,3
8097,9.2,2.5,5
8098,8.3,1.6,8
8099,15.5,9.3,10
8100,14.8,6.8,2
8101,8.4,3.8,2
8102,13.0,3.0,7
8103,6.6,1.3,6
8104,5.7,0.7,8
8105,12.9,8.3,1
8106,16.1,5.1,10
8107,9.7,2.6,10
8108,4.7,2.4,5
8109,16.0,4.9,4
8110,13.0,3.7,3
8111,14.3,6.0,9
8112,13.4,4.5,1
8113,7.1,1.6,10
8114,6.2,0.6,3
8115,13.4,1.9,5
8116,4.7,1.6,1
8117,12.0,6.3,3
8118,11.1,4.6,5
8119,10.2,3.2,8
8120,9.3,2.2,10
8121,14.3,6.8,9
8122,13.4,5.3,1
8123,12.5,2.1,3
8124,6.1,0.8,3
8125,5.2,0.4,5
8126,12.5,7.3,7
8127,17.0,5.8,3
8128,16.2,4.3,5
8129,15.6,3.7,1
8130,14.7,7.3,3
8131,9.7,6.7,8
8132,8.8,3.8,1
8133,13.8,2.1,9
8134,13.0,0.7,2
8135,12.1,6.1,4
8136,5.7,3.3,3
8137,10.3,3.5,9
8138,9.4,1.3,1
8139,8.8,4.7,7
8140,7.9,3.1,9
8141,7.0,1.8,1
8142,8.0,4.0,3
8143,6.2,3.8,8
8144,10.8,3.5,3
8145,9.3,1.6,1
8146,8.4,0.9,3
8147,8.5,4.3,7
8148,11.7,2.3,7
8149,10.8,1.4,9
8150,12.1,2.5,5
8151,11.6,5.2,1
8152,10.7,3.4,3
8153,9.8,2.0,5
8154,8.9,1.0,7
8155,8.0,0.6,10
8156,15.2,7.9,2
8157,14.4,6.2,4
8158,13.5,3.2,7
8159,6.2,0.8,8
8160,17.6,7.7,8
8161,16.7,5.7,10
8162,5.3,3.2,5
8163,8.5,1.2,4
8164,13.5,4.1,3
8165,12.6,2.5,5
8166,11.7,1.3,7
8167,13.4,4.0,7
8168,12.6,2.7,9
8169,6.2,1.5,8
8170,6.7,4.5,7
8171,15.8,4.8,2
8172,14.9,3.6,5
8173,14.0,0.7,7
8174,15.7,9.2,6
8175,14.8,6.7,9
8176,13.9,4.7,1
8177,13.0,2.6,3
8178,11.2,1.3,8
8179,10.3,2.2,10
8180,15.4,3.8,9
8181,4.9,2.8,1
8182,9.5,1.4,6
8183,8.9,4.5,2
8184,10.3,7.2,8
8185,9.4,5.7,10
8186,11.7,1.0,2
8187,10.8,0.5,4
8188,12.6,6.9,4
8189,11.7,5.0,6
8190,10.9,3.8,8
8191,4.5,1.7,8
8192,9.4,2.6,7
8193,10.8,8.1,2
8194,19.9,6.4,8
8195,13.1,3.2,4
8196,12.2,2.1,6
8197,11.7,1.2,2
8198,10.9,3.2,4
8199,12.2,5.7,10
8200,11.7,5.3,6
8201,10.8,3.8,8
8202,9.9,1.7,1
8203,3.6,1.1,10
8204,10.8,8.7,2
8205,9.9,6.5,5
8206,13.1,4.2,4
8207,8.1,2.1,9
8208,7.2,1.4,2
8209,6.3,3.2,4
8210,17.6,7.4,3
8211,4.9,2.1,2
8212,4.1,1.4,4
8213,11.3,5.1,7
8214,10.4,7.2,9
8215,9.5,5.3,1
8216,8.6,3.8,4
8217,7.7,2.9,6
8218,6.8,0.7,8
8219,18.1,8.5,8
8220,16.3,4.5,2
8221,9.9,2.1,2
8222,15.0,2.3,10
8223,14.1,4.9,3
8224,14.9,7.4,4
8225,7.6,3.2,6
8226,6.7,1.1,8
8227,5.8,2.7,1
8228,12.2,4.5,5
8229,11.4,3.1,7
8230,10.5,2.3,10
8231,9.6,5.0,2
8232,12.8,2.1,1
8233,10.4,7.4,4
8234,13.6,4.7,3
8235,12.7,6.7,9
8236,11.8,5.3,2
8237,10.9,2.1,4
8238,10.4,3.2,10
8239,3.7,2.2,6
8240,10.9,7.8,8
8241,14.1,4.7,7
8242,13.2,3.4,10
8243,18.2,3.5,8
8244,7.7,6.5,1
8245,11.8,3.8,2
8246,10.9,2.6,4
8247,10.0,2.0,6
8248,8.2,3.0,1
8249,7.3,1.3,3
8250,14.6,4.3,6
8251,11.4,3.8,4
8252,13.1,7.9,4
8253,11.3,4.8,8
8254,10.4,1.6,1
8255,9.5,1.0,3
8256,8.7,3.1,5
8257,13.7,4.1,4
8258,12.8,3.0,6
8259,13.6,4.4,8
8260,6.9,3.9,4
8261,6.3,3.6,10
8262,17.3,6.1,5
8263,10.9,3.5,5
8264,16.0,3.3,4
8265,15.1,6.8,6
8266,10.1,5.7,1
8267,6.9,1.0,10
8268,13.2,3.0,4
8269,6.8,4.6,4
8270,17.8,7.0,10
8271,17.3,6.8,6
8272,16.4,3.1,8
8273,15.5,2.1,10
8274,14.6,5.4,2
8275,13.8,3.9,5
8276,12.9,2.7,7
8277,8.2,3.9,6
8278,12.8,1.8,1
8279,11.9,4.7,3
8280,11.0,2.9,6
8281,10.5,3.0,1
8282,11.9,3.1,7
8283,14.2,4.1,9
8284,13.3,2.6,1
8285,2.8,1.5,4
8286,12.0,1.5,9
8287,13.3,1.8,5
8288,11.9,5.4,3
8289,11.0,3.1,6
8290,10.1,2.0,8
8291,9.2,1.2,10
8292,16.4,4.3,3
8293,10.0,6.2,2
8294,14.6,5.6,7
8295,8.3,2.5,7
8296,11.6,0.8,6
8297,18.8,3.1,8
8298,7.4,5.5,3
8299,6.5,3.2,5
8300,5.6,1.9,7
8301,16.9,3.5,7
8302,16.0,2.3,9
8303,9.6,4.9,8
8304,8.7,3.3,1
8305,7.8,2.0,3
8306,7.0,1.1,5
8307,8.8,3.9,5
8308,7.9,5.9,7
8309,7.0,4.3,9
8310,10.2,1.4,9
8311,17.4,4.5,1
8312,4.7,2.0,10
8313,16.0,8.8,9
8314,15.1,6.1,1
8315,8.3,2.1,7
8316,7.9,2.1,3
8317,7.0,1.3,5
8318,14.2,4.1,8
8319,6.9,4.9,9
8320,6.0,2.6,2
8321,9.3,0.8,1
8322,16.5,3.0,3
8323,15.6,7.5,6
8324,9.2,4.3,5
8325,8.3,3.0,7
8326,9.7,4.5,3
8327,14.7,3.5,2
8328,13.8,3.3,4
8329,7.4,5.2,4
8330,10.7,2.4,3
8331,9.8,1.3,5
8332,11.1,3.5,1
8333,10.6,3.6,7
8334,9.7,0.6,9
8335,8.8,3.0,2
8336,10.5,6.5,1
8337,8.8,3.9,6
8338,7.9,0.8,8
8339,7.0,4.0,10
8340,6.2,2.5,2
8341,11.1,3.2,1
8342,15.7,3.6,6
8343,14.8,2.6,9
8344,10.1,5.4,8
8345,13.3,2.7,7
8346,12.5,1.7,9
8347,11.7,1.0,2
8348,12.5,5.9,3
8349,11.6,4.5,5
8350,11.5,2.5,9
8351,16.1,8.3,5
8352,9.7,4.5,4
8353,7.9,1.6,9
8354,7.1,0.8,1
8355,6.6,3.3,7
8356,5.7,2.0,9
8357,7.1,4.1,5
8358,16.1,3.9,1
8359,9.4,1.0,7
8360,16.6,3.9,9
8361,13.5,2.8,8
8362,3.0,1.6,10
8363,14.3,4.4,9
8364,7.9,2.3,9
8365,7.1,1.8,1
8366,8.4,1.0,7
8367,17.5,5.6,3
8368,16.6,3.9,5
8369,15.7,2.9,7
8370,5.2,1.9,10
8371,9.3,4.6,1
8372,8.4,2.2,3
8373,13.0,1.3,8
8374,12.1,0.5,10
8375,13.8,8.2,10
8376,12.9,5.9,2
8377,6.6,3.3,2
8378,5.7,2.1,4
8379,4.9,1.2,6
8380,12.1,2.9,8
8381,11.2,7.4,1
8382,13.5,3.2,2
8383,7.1,1.2,2
8384,14.3,4.9,4
8385,11.3,2.8,3
8386,12.5,4.8,9
8387,12.1,4.5,5
8388,11.2,2.6,7
8389,12.6,3.4,3
8390,3.9,2.4,9
8391,8.5,2.3,4
8392,7.6,1.2,6
8393,14.8,5.0,8
8394,8.4,3.2,8
8395,7.5,4.6,10
8396,6.6,3.1,2
8397,5.8,1.4,5
8398,17.1,3.7,4
8399,4.4,0.7,3
8400,11.6,8.7,5
8401,14.8,5.5,4
8402,16.2,7.5,10
8403,15.3,5.5,3
8404,8.9,3.3,2
8405,8.0,2.2,4
8406,7.1,3.2,7
8407,18.5,7.8,6
8408,7.1,3.0,1
8409,10.3,1.2,10
8410,11.2,7.5,2
8411,10.3,5.4,4
8412,9.4,3.7,6
8413,8.5,2.4,8
8414,7.1,4.0,7
8415,17.6,6.6,8
8416,9.9,1.5,6
8417,14.9,4.9,5
8418,8.6,1.9,5
8419,9.9,4.3,10
8420,9.4,3.8,6
8421,8.5,2.5,9
8422,9.9,3.4,4
8423,5.8,1.4,5
8424,13.0,6.2,8
8425,12.1,4.7,10
8426,5.7,2.8,9
8427,5.0,2.0,2
8428,16.3,7.7,1
8429,11.3,6.2,6
8430,12.2,1.2,2
8431,12.7,1.3,10
8432,12.2,4.6,6
8433,11.3,3.1,8
8434,6.2,2.8,4
8435,9.5,1.1,3
8436,11.3,3.7,2
8437,10.4,5.7,5
8438,13.6,2.5,4
8439,3.1,1.3,6
8440,14.1,2.8,2
8441,13.5,2.1,8
8442,14.9,2.5,4
8443,14.0,7.9,6
8444,13.5,7.1,2
8445,6.7,3.1,8
8446,18.1,6.0,7
8447,17.2,4.4,10
8448,16.3,3.2,2
8449,15.4,5.5,4
8450,9.9,3.1,5
8451,13.2,1.4,5
8452,7.2,3.4,2
8453,6.7,3.4,8
8454,4.9,1.3,3
8455,4.0,1.6,5
8456,15.4,6.3,4
8457,10.4,5.7,9
8458,9.5,4.3,2
8459,8.6,1.9,4
8460,8.1,5.7,10
8461,12.7,4.9,5
8462,10.9,2.0,10
8463,15.8,2.2,9
8464,14.9,5.0,1
8465,14.2,3.6,3
8466,13.3,2.4,5
8467,12.4,1.4,8
8468,10.0,1.2,10
8469,10.9,1.7,6
8470,17.2,3.9,10
8471,15.4,1.4,5
8472,14.6,3.8,7
8473,4.1,2.2,10
8474,3.2,1.2,2
8475,14.6,4.2,1
8476,8.2,2.4,1
8477,7.3,3.4,3
8478,13.6,5.5,8
8479,16.8,3.0,7
8480,10.5,1.4,6
8481,5.5,1.3,2
8482,4.6,2.6,4
8483,13.7,2.9,10
8484,12.8,1.8,2
8485,11.9,1.0,4
8486,9.5,8.6,7
8487,14.1,7.7,2
8488,5.5,1.1,8
8489,12.7,3.1,10
8490,6.0,1.1,6
8491,15.0,4.8,2
8492,16.4,7.4,7
8493,3.6,1.8,6
8494,15.0,4.7,6
8495,8.2,1.8,1
8496,13.3,2.2,10
8497,12.4,4.2,3
8498,11.5,2.8,5
8499,13.2,6.4,4
8500,12.3,5.0,7
8501,16.9,3.7,2
8502,15.4,5.4,10
8503,14.5,3.7,2
8504,8.3,1.9,2
8505,7.4,1.1,4
8506,8.6,2.2,10
8507,8.2,5.9,6
8508,11.1,1.7,1
8509,18.3,4.7,4
8510,9.6,1.3,10
8511,11.0,1.5,5
8512,4.6,2.2,5
8513,8.7,2.1,6
8514,7.9,1.2,8
8515,15.1,2.8,10
8516,14.2,7.8,3
8517,6.0,2.0,7
8518,11.0,3.0,5
8519,10.1,4.5,8
8520,10.9,5.0,9
8521,15.5,4.5,5
8522,14.6,3.6,7
8523,13.7,6.7,9
8524,12.9,4.5,2
8525,11.5,3.0,10
8526,10.6,2.1,2
8527,9.7,3.1,4
8528,8.8,1.8,7
8529,13.7,2.0,5
8530,15.1,3.3,1
8531,8.7,1.4,1
8532,7.8,3.9,3
8533,19.2,8.2,2
8534,12.0,3.3,4
8535,11.1,2.7,6
8536,11.9,8.2,8
8537,11.0,5.9,10
8538,10.1,4.3,2
8539,9.2,3.2,5
8540,8.3,2.4,7
8541,9.1,6.9,9
8542,11.6,2.5,10
8543,16.5,2.7,9
8544,9.8,1.1,5
8545,17.0,8.2,7
8546,8.3,1.4,3
8547,15.5,5.9,5
8548,8.8,2.1,1
8549,8.3,2.8,7
8550,9.6,3.1,3
8551,8.7,6.1,5
8552,13.8,7.1,4
8553,12.9,3.3,6
8554,11.1,5.7,1
8555,3.8,1.5,3
8556,8.8,2.7,1
8557,13.4,1.1,7
8558,7.9,4.4,8
8559,7.0,3.3,10
8560,10.2,1.4,9
8561,17.4,4.6,2
8562,16.5,7.2,4
8563,15.6,5.2,6
8564,14.7,3.8,9
8565,13.9,2.7,1
8566,13.0,2.0,3
8567,11.6,3.0,1
8568,10.7,1.2,4
8569,17.9,3.8,6
8570,17.0,3.0,8
8571,16.1,6.4,10
8572,15.2,4.0,3
8573,14.4,2.7,5
8574,8.0,0.8,4
8575,15.2,3.3,7
8576,8.8,1.7,6
8577,12.0,2.9,6
8578,11.1,1.7,8
8579,6.1,1.2,3
8580,17.4,2.7,2
8581,16.6,1.9,5
8582,15.7,5.1,7
8583,15.2,4.5,3
8584,14.3,3.2,5
8585,13.4,2.4,7
8586,15.1,4.4,7
8587,14.2,7.5,9
8588,7.5,3.0,5
8589,12.5,3.9,4
8590,7.4,4.1,9
8591,10.8,2.1,8
8592,9.9,2.4,1
8593,14.8,3.4,9
8594,8.4,1.3,9
8595,9.8,3.3,5
8596,9.7,8.1,9
8597,13.0,5.1,8
8598,12.1,2.7,10
8599,17.1,2.1,9
8600,10.3,1.1,5
8601,15.3,4.5,4
8602,4.8,3.1,6
8603,15.2,2.7,8
8604,19.3,7.8,9
8605,6.2,1.4,4
8606,17.5,4.6,3
8607,7.0,3.6,6
8608,11.6,1.4,1
8609,5.3,3.3,10
8610,4.4,1.9,2
8611,11.6,6.6,5
8612,14.8,4.1,4
8613,14.0,0.9,6
8614,13.1,4.1,9
8615,12.5,3.6,5
8616,10.7,1.4,9
8617,9.8,0.8,1
8618,4.8,2.0,7
8619,4.4,2.7,3
8620,15.3,4.0,8
8621,9.0,1.8,8
8622,15.3,9.4,2
8623,14.4,6.8,5
8624,8.0,4.6,4
8625,7.1,2.3,6
8626,10.3,0.7,6
8627,17.5,2.7,8
8628,4.9,2.7,7
8629,15.7,5.1,3
8630,15.3,4.6,8
8631,8.6,1.0,4
8632,12.6,3.5,5
8633,11.7,2.1,8
8634,13.4,5.3,7
8635,12.6,4.1,9
8636,11.7,3.4,2
8637,16.7,7.7,10
8638,15.8,4.9,3
8639,9.0,1.5,9
8640,8.5,1.5,4
8641,7.6,1.0,7
8642,14.8,8.6,9
8643,8.5,5.5,8
8644,12.2,2.9,6
8645,11.3,1.1,8
8646,10.4,3.0,10
8647,9.9,3.5,6
8648,9.0,2.4,9
8649,9.9,1.5,10
8650,9.0,6.0,3
8651,10.3,8.7,8
8652,13.6,5.5,8
8653,12.7,4.1,10
8654,11.8,2.9,2
8655,13.5,2.4,2
8656,10.3,3.7,1
8657,11.7,6.1,6
8658,5.3,3.2,6
8659,4.4,1.9,8
8660,3.5,1.0,10
8661,12.7,1.7,6
8662,11.8,1.7,8
8663,19.0,6.2,1
8664,18.1,4.7,3
8665,7.6,3.6,5
8666,10.8,1.9,5
8667,5.8,3.7,10
8668,4.9,2.2,2
8669,16.2,5.1,2
8670,15.3,3.4,4
8671,14.5,2.1,6
8672,14.0,6.6,2
8673,7.3,1.9,8
8674,14.5,6.8,10
