No,íÁëÃâÑí∑,íÁëÃïù,ç∂âEï«ëÃçÇÇ≥,ñÓî¬ÇÃëSí∑,ç™ì¸ÇÍê[Ç≥,íÜãlìyìVí[çÇÇ≥,íÁäOãÊä‘ínï\ñ ,íÁì‡ãÊä‘ínï\ñ ,à¯í£çﬁä‘äu,à¯í£çﬁà íu,ç›óàínî’èdó ,ç›óàínî’ãÊï™,ç›óàínî’Níl,ç›óàínî’ñÄéCäp,ç›óàínî’îSíÖóÕ,ç›óàínî’ïœå`åWêî,íÜãlÇﬂèdó ,íÜãlÇﬂãÊï™,íÜãlÇﬂNíl,íÜãlÇﬂñÄéCäp,íÜãlÇﬂîSíÖóÕ,ñÓî¬å^,ñÓî¬çﬁóø,à¯í£çﬁíºåa,à¯í£çﬁçﬁóøî‘çÜ,ï†ãNÇµçﬁéø,ï†ãNÇµî‘çÜ,íÁäOë§êÖà _èÌéû,íÁì‡ë§êÖà _èÌéû,íÁäOë§êÖà _ínêkéû,íÁì‡ë§êÖà _ínêkéû, êkìx
28837,10,7.6,7.1,15.7,8.6,7,1.5,0,1.6,5.5,15, _Sandy,21,43,294,168600,16, _Sandy,3,24,234,4, _SY295,82,1,1,1,5.9,0,6,0,0.1
28845,21,12,6.6,11.6,5,6.5,1.7,0,1.6,2.6,19, _Clay,35,34,226,27300,15, _Clay,32,11,236,3, _SY295,60,0,1,10,3.8,0,6.4,0,0.4
28847,29,1.4,9.3,16.5,7.2,9.2,2.4,0,1.6,7.9,18, _Sandy,4,17,3,106600,16, _Sandy,4,42,238,4, _SY390,26,1,1,9,7.5,0,3,0,0.3
28852,25,13.9,3.4,12.2,8.8,3.3,1,0,1.6,2.9,14, _Sandy,28,42,81,5800,13, _Sandy,39,13,236,5, _SY295,73,1,0,10,2.9,0,1,0,0.2
28862,13,11.6,3.1,12.6,9.5,3,0.2,0,0.8,0.6,20, _Sandy,1,1,245,83000,17, _Clay,21,32,56,5, _SY390,28,0,0,4,1.9,0,1.8,0,0.1
28864,12,11.3,4.7,7.1,2.4,4.6,0.8,0,0.8,3,12, _Clay,6,43,157,142100,16, _Clay,0,30,118,3, _SY390,56,0,0,5,2,0,3.4,0,0.2
28894,17,10.5,5.8,7.5,1.7,5.7,0,0.3,1.6,3,15, _Clay,40,23,195,54400,20, _Clay,28,27,58,4, _SY295,58,1,1,4,3.9,0.1,5,0.2,0.2
28912,16,12.4,6.7,8.1,1.4,6.6,1.3,0,0.8,4.5,17, _Clay,31,16,204,49500,11, _Clay,18,31,242,4, _SY390,85,1,0,9,5.9,0,5,0,0.4
28916,21,1.4,10,12.6,2.6,9.9,0,0.8,0.8,8.6,20, _Sandy,20,26,146,167800,12, _Sandy,46,35,180,4, _SY390,70,0,1,8,5.3,0.3,6.5,0.1,0.1
28920,22,8.8,9.1,14.9,5.8,9,0,2.6,0.8,8.7,19, _Clay,45,6,29,186600,15, _Clay,39,12,61,4, _SY390,25,0,1,4,2.7,0.4,7.1,1.6,0.1
28926,14,13.4,7.1,16.3,9.2,7,0,0.1,1.6,6.3,20, _Clay,3,45,49,185200,16, _Clay,39,2,1,5, _SY390,41,1,0,2,6.8,0,5.3,0,0.3
28932,23,10.2,8.9,13.9,5,8.8,2,0,1.6,6.7,18, _Sandy,48,8,9,84200,20, _Sandy,4,9,184,3, _SY390,27,0,0,6,7.5,0,8.5,0,0.2
28936,23,11.1,6.8,16.7,9.9,6.7,0,2.8,0.8,3.4,17, _Clay,26,5,213,63400,20, _Sandy,21,21,122,5, _SY295,62,1,0,6,5.9,1.5,4,2.3,0.2
28940,13,8.1,7.2,10.4,3.2,7.1,0,0.5,1.6,3.3,12, _Clay,16,16,261,102300,16, _Clay,7,31,243,4, _SY390,86,0,1,9,6.6,0.1,3.2,0.2,0.5
28955,10,9.2,7.6,9,1.4,7.5,0,1.2,0.8,5.7,15, _Clay,38,45,106,39000,20, _Sandy,28,2,2,5, _SY295,42,0,1,2,1.3,0.4,4.1,0.8,0.3
28958,21,6.2,7.9,12.2,4.3,7.8,0,2.5,0.8,2.8,11, _Clay,27,11,154,78000,16, _Clay,14,12,123,4, _SY295,66,1,1,5,3.2,0.1,5.4,0.8,0.1
28961,24,7.3,6.8,10,3.2,6.7,2.8,0,1.6,4.2,17, _Sandy,43,22,105,77200,14, _Sandy,3,2,186,3, _SY390,44,1,1,6,4.8,0,3.6,0,0.4
28966,23,7.9,6.2,7.2,1,6.1,0,1.4,0.8,2.7,18, _Sandy,26,16,221,115500,13, _Sandy,50,11,185,4, _SY390,41,1,1,7,2.4,0.8,4.7,0.4,0.5
28982,11,6.2,5.5,14.7,9.2,5.4,0,1.9,0.8,3.2,15, _Clay,33,14,202,32000,15, _Clay,28,39,4,5, _SY390,59,0,0,2,4.5,1.7,4.5,0.7,0.5
28995,12,7.7,5.3,13.7,8.4,5.2,0,1.9,1.6,2.3,14, _Sandy,36,16,181,128700,19, _Clay,43,37,127,3, _SY295,62,1,0,4,3.6,1.8,5.2,0.2,0.1
29004,14,2.8,2.3,9.2,6.9,2.2,0,0.4,0.8,1.4,11, _Clay,39,38,269,126600,13, _Sandy,2,25,245,3, _SY295,51,1,1,10,0.4,0,1.1,0,0.5
29012,15,4.3,2.2,8.3,6.1,2.1,0,0.4,1.6,1,20, _Clay,42,39,248,24300,18, _Clay,18,23,69,4, _SY390,54,1,0,2,1.8,0,1.5,0.3,0.1
29015,14,4.9,9.7,13.7,4,9.6,0,4.2,0.8,5.6,11, _Clay,26,33,65,62600,16, _Sandy,14,32,67,5, _SY390,51,1,0,3,6.9,4,4.9,0.2,0.2
29027,22,2.4,2.9,10.1,7.2,2.8,0,1.2,0.8,2.5,19, _Sandy,3,35,141,198900,18, _Clay,25,3,249,4, _SY295,34,0,0,8,1.2,1.1,2.5,0.8,0.2
29044,28,6,6.1,13.8,7.7,6,0,0.8,0.8,5.4,12, _Sandy,46,2,63,15900,13, _Clay,18,5,11,5, _SY390,87,1,0,10,3.1,0.4,5.9,0.7,0.5
29046,30,13.6,3.7,12,8.3,3.6,0,0.7,0.8,2.2,18, _Sandy,15,30,34,174500,18, _Sandy,32,29,130,4, _SY390,80,1,0,4,1.5,0.5,3.5,0.4,0.3
29111,10,2.3,7.6,15.7,8.1,7.5,0,1,0.8,3.3,19, _Clay,17,29,138,77700,17, _Clay,50,44,75,4, _SY390,27,1,0,2,5.1,0.9,1.8,0.4,0.5
29114,20,12.5,7.9,9.3,1.4,7.8,0,2.3,1.6,5.8,14, _Clay,6,40,186,116600,13, _Sandy,36,9,196,3, _SY295,51,0,0,5,6.4,1.4,3.5,0.2,0.3
29127,19,7.2,8.1,13,4.9,8,0,2.8,1.6,3.7,15, _Clay,19,11,98,33800,12, _Sandy,3,38,137,5, _SY295,30,0,0,2,6.4,2.1,7.3,1.7,0.5
29131,20,8.1,6,15.8,9.8,5.9,2.1,0,0.8,4.2,14, _Sandy,48,8,2,13000,12, _Sandy,21,4,75,5, _SY390,65,0,0,2,4.7,0,3,0,0.5
29148,20,10.2,5.2,12.1,6.9,5.1,0.8,0,0.8,1.7,14, _Clay,35,3,98,147900,15, _Clay,32,11,197,4, _SY295,65,1,1,6,1.4,0,5,0,0.1
29157,26,13.1,8.9,18.5,9.6,8.8,0,1.4,1.6,3.4,15, _Clay,44,22,203,125600,12, _Clay,29,3,259,4, _SY295,55,1,1,6,7.9,1,6.3,1.3,0.3
29192,13,6.8,7.7,17.2,9.5,7.6,1.1,0,0.8,6.1,15, _Sandy,46,30,213,196600,12, _Clay,20,24,19,3, _SY295,50,1,1,10,1.2,0,6.4,0,0.1
29197,18,2.3,4.2,13.2,9,4.1,2,0,1.6,3.4,18, _Clay,31,23,135,155500,16, _Clay,25,39,201,3, _SY390,86,1,1,5,2.4,0,2.9,0,0.3
29199,13,13.9,8.4,14,5.6,8.3,0.7,0,1.6,3.7,15, _Sandy,25,6,9,75500,14, _Sandy,43,44,261,4, _SY390,32,1,1,7,2.8,0,8.3,0,0.2
29203,10,7,2.1,5,2.9,2,0.8,0,1.6,1.5,20, _Clay,40,17,154,154100,17, _Clay,25,29,141,4, _SY390,37,1,0,3,1,0,1.4,0,0.4
29211,25,6.1,5.8,12.7,6.9,5.7,0.3,0,1.6,1.7,18, _Sandy,17,39,144,112400,13, _Clay,39,43,200,3, _SY295,46,0,0,5,5.3,0,3.1,0,0.4
29212,29,7.4,3.1,6.3,3.2,3,0.2,0,0.8,0.5,12, _Sandy,28,8,183,52500,13, _Sandy,50,36,201,3, _SY390,61,1,0,5,1.8,0,0.4,0,0.1
29213,20,4.6,10,13.6,3.6,9.9,1.7,0,1.6,8.8,16, _Clay,12,22,18,32300,11, _Sandy,6,3,261,4, _SY295,58,0,1,7,9.8,0,2.2,0,0.3
29224,28,2.1,3.2,10,6.8,3.1,0.1,0,0.8,1.8,14, _Sandy,41,24,95,168700,13, _Sandy,17,20,143,3, _SY390,41,1,1,2,1.6,0,2.3,0,0.3
29228,25,8.2,5.1,9.1,4,5,1.8,0,0.8,4.4,18, _Clay,4,35,240,48300,16, _Sandy,50,4,23,5, _SY390,45,1,1,9,3,0,2.6,0,0.1
29234,21,1,8.4,12.2,3.8,8.3,2.5,0,0.8,6,14, _Clay,24,42,298,186000,17, _Clay,10,32,264,3, _SY390,77,0,0,6,8.3,0,7.5,0,0.5
29241,28,4.2,2.5,6.4,3.9,2.4,0.8,0,1.6,1.2,14, _Sandy,27,19,191,104600,16, _Clay,29,26,265,5, _SY295,40,1,0,6,2.4,0,1.5,0,0.5
29251,29,12.2,9.2,14.1,4.9,9.1,2,0,0.8,3.7,13, _Clay,35,38,191,161700,17, _Clay,17,12,145,3, _SY295,57,0,0,2,3.5,0,2,0,0.1
29262,16,3.1,9.3,19.2,9.9,9.2,0,0.6,0.8,2.7,12, _Sandy,17,11,288,59500,16, _Clay,2,18,83,4, _SY295,55,1,1,2,2.3,0.2,9,0.2,0.1
29268,28,7.8,7.2,11,3.8,7.1,0,2.2,1.6,3.1,13, _Sandy,26,5,7,58100,17, _Clay,2,8,23,5, _SY390,72,0,0,10,2.9,0.5,2.2,1.6,0.2
29274,20,12.4,5.2,12.4,7.2,5.1,0,0.2,0.8,0.8,15, _Clay,35,44,26,56700,18, _Clay,2,42,264,3, _SY295,89,1,1,8,0.6,0,0.5,0,0.4
29285,17,12.6,7.7,8.3,0.6,7.6,2.6,0,0.8,7.2,20, _Sandy,29,32,267,14100,12, _Sandy,6,2,86,4, _SY390,75,1,0,1,3.6,0,6.4,0,0.2
29307,28,11.8,7.3,7.8,0.5,7.2,2.6,0,0.8,6.5,15, _Clay,5,38,111,188000,11, _Sandy,3,18,29,5, _SY390,33,1,0,7,6.4,0,5.2,0,0.2
29326,15,9.9,8,9.6,1.6,7.9,2.2,0,0.8,5,14, _Clay,16,34,4,163600,11, _Sandy,10,44,210,5, _SY295,79,0,0,3,2.4,0,6.3,0,0.3
29338,21,13.7,9.7,18.9,9.2,9.6,0,2.3,0.8,9.2,15, _Sandy,3,4,13,120500,18, _Sandy,24,3,210,4, _SY390,38,1,0,4,7.8,1.1,8,1.7,0.5
29341,20,13.4,3.1,5.2,2.1,3,1.4,0,1.6,2.1,17, _Clay,8,1,226,179600,16, _Sandy,3,1,271,3, _SY390,66,0,0,5,2.1,0,2.9,0,0.1
29342,11,10.7,10,12.4,2.4,9.9,0.8,0,0.8,3.4,20, _Sandy,44,15,61,159400,14, _Sandy,10,13,31,4, _SY295,63,0,1,7,8.7,0,8.8,0,0.3
29346,15,12.8,5.2,8.8,3.6,5.1,0,0.2,1.6,2.8,13, _Clay,32,26,4,78800,14, _Clay,39,17,269,4, _SY295,48,0,0,6,2.7,0.1,4.2,0.1,0.5
29365,27,12.2,3.3,4.4,1.1,3.2,0,1.1,0.8,2.9,16, _Clay,3,35,235,193600,15, _Clay,6,35,151,4, _SY295,43,0,0,2,1.9,0.7,2.2,0.6,0.3
29377,19,10.9,10,10.6,0.6,9.9,3,0,1.6,6.4,19, _Clay,42,6,50,71000,17, _Clay,28,45,34,3, _SY295,42,1,0,7,7,0,8.1,0,0.5
29387,11,3.3,5.9,14.9,9,5.8,0,1.4,0.8,5,20, _Clay,29,42,273,48800,18, _Sandy,46,1,211,3, _SY295,28,1,0,4,3.6,0.1,2,0,0.2
29405,28,4.1,7.8,17.6,9.8,7.7,0,3.5,0.8,6.1,15, _Sandy,6,23,31,44600,11, _Clay,46,14,32,5, _SY295,78,1,1,8,4.9,2.7,4.8,0.1,0.1
29412,11,12.6,5.8,8,2.2,5.7,0,1.8,1.6,2.2,20, _Clay,46,14,165,62600,13, _Clay,28,27,276,4, _SY295,76,1,0,4,2.7,0.5,2,0.5,0.4
29415,29,5.6,7.7,16.7,9,7.6,0,3.7,1.6,5.1,14, _Clay,9,25,10,141200,16, _Sandy,10,12,156,3, _SY390,80,1,0,1,4.1,3.2,5.9,2.9,0.2
29423,23,4.7,3.2,6.7,3.5,3.1,0,0.9,0.8,2.7,13, _Sandy,38,1,1,99500,12, _Clay,24,26,215,5, _SY390,89,1,1,3,2.8,0,2.2,0.7,0.2
29432,29,1.2,5.7,13.6,7.9,5.6,0,0.8,1.6,2.2,15, _Sandy,0,37,126,37600,15, _Sandy,46,7,34,5, _SY390,29,1,0,8,0.9,0.2,3.6,0.5,0.3
29452,17,5.8,7.7,14.9,7.2,7.6,0,3.7,0.8,5.9,13, _Sandy,7,16,299,52800,19, _Clay,28,44,158,5, _SY390,60,0,1,10,6.9,2.2,5.4,2.4,0.4
29455,30,10.7,4.1,12.3,8.2,4,0,0.4,0.8,0.6,13, _Sandy,11,12,106,191300,12, _Clay,50,36,37,4, _SY295,48,0,1,7,0.5,0.3,1.7,0,0.5
29458,20,7.7,4.4,5.8,1.4,4.3,0,1.1,0.8,2.2,18, _Sandy,1,23,154,31200,17, _Sandy,35,1,158,4, _SY390,73,1,0,10,1.6,0.7,2.6,0.9,0.3
29467,16,1.4,5.7,11.8,6.1,5.6,0,0.8,0.8,3.2,13, _Clay,49,28,115,148200,18, _Clay,13,39,37,4, _SY295,74,1,1,7,4.4,0,2.9,0.4,0.1
29477,17,2.8,5.5,10.9,5.4,5.4,0,0.9,1.6,2,13, _Sandy,2,30,95,45800,13, _Sandy,28,37,160,5, _SY295,77,1,0,10,3.2,0.1,4,0.3,0.2
29485,19,11.1,2.6,6.4,3.8,2.5,0,1.1,0.8,2,20, _Sandy,5,6,182,43800,17, _Sandy,38,25,278,5, _SY390,66,1,1,5,1.1,0.2,1.2,0.3,0.1
29510,10,4.5,9.4,16.3,6.9,9.3,0,0.9,0.8,7.5,14, _Sandy,6,38,210,37400,19, _Sandy,28,19,102,3, _SY295,44,1,0,8,2.3,0.4,1,0.3,0.1
29522,18,8.5,9.5,11.8,2.3,9.4,2.3,0,0.8,7.9,12, _Clay,39,11,7,134200,17, _Clay,13,25,41,5, _SY295,42,0,1,7,3.4,0,9.3,0,0.1
29527,30,13.2,7.5,13.3,5.8,7.4,1.3,0,1.6,5.7,14, _Clay,48,5,26,132800,18, _Sandy,13,14,281,5, _SY390,59,1,0,5,1.8,0,1.4,0,0.2
29528,13,1.3,4.8,6.9,2.1,4.7,0,1.4,0.8,3.2,18, _Clay,7,19,64,72900,19, _Sandy,24,7,282,3, _SY295,74,0,0,4,3.9,0.2,3.4,0.4,0.5
29532,18,3.5,8.1,11.4,3.3,8,1,0,1.6,6.6,12, _Sandy,46,30,7,191300,19, _Clay,2,11,221,3, _SY295,59,0,1,4,3.7,0,4.7,0,0.2
29538,10,1.5,7.3,12.3,5,7.2,0,2.1,0.8,4.4,13, _Sandy,0,7,5,30400,13, _Clay,28,12,104,4, _SY295,61,0,1,7,6.6,0.1,3.5,0.2,0.3
29548,28,8.3,8.6,18.3,9.7,8.5,2.6,0,1.6,6.3,18, _Clay,49,11,267,147400,14, _Sandy,6,5,283,4, _SY390,63,0,1,5,5.3,0,4.1,0,0.2
29551,26,8.1,2,4.7,2.7,1.9,0,0.6,1.6,0.9,20, _Sandy,3,8,179,7500,13, _Sandy,35,3,45,3, _SY295,90,1,1,6,0.8,0.5,1.1,0.3,0.3
29557,26,8.7,9.5,10,0.5,9.4,4.4,0,0.8,4.7,11, _Sandy,37,2,296,45800,11, _Sandy,31,12,44,4, _SY390,87,0,1,6,8.7,0,8.6,0,0.4
29559,28,3.2,7.1,8.2,1.1,7,1.3,0,0.8,5,18, _Sandy,6,30,267,5400,16, _Sandy,45,37,163,5, _SY390,80,0,1,1,5.2,0,5.9,0,0.2
29572,27,11,7.3,12,4.7,7.2,1.2,0,0.8,2.3,19, _Sandy,19,1,179,121600,16, _Sandy,13,21,104,5, _SY295,59,0,0,9,5,0,3.9,0,0.4
29577,10,12.9,4,12.5,8.5,3.9,0.8,0,0.8,3.4,14, _Clay,12,8,34,100000,14, _Clay,20,23,104,3, _SY295,72,1,1,9,3.9,0,2.3,0,0.2
29587,20,4,5,12.4,7.4,4.9,0,2,1.6,4.2,20, _Clay,31,41,178,17800,11, _Clay,28,8,168,3, _SY295,78,0,0,9,3,0.3,4.2,0.3,0.1
29617,26,3.4,4.7,8.9,4.2,4.6,1.7,0,1.6,2.4,11, _Clay,9,24,3,70100,18, _Clay,27,7,46,5, _SY295,52,1,1,7,4.6,0,4.2,0,0.4
29618,30,4.7,2,2.5,0.5,1.9,0.7,0,0.8,0.9,15, _Clay,19,38,42,10200,18, _Sandy,38,44,47,3, _SY390,68,1,1,6,1.5,0,1.2,0,0.2
29626,28,5.1,3,3.9,0.9,2.9,0,0,0.8,1.3,18, _Clay,8,29,71,107600,15, _Sandy,13,6,108,5, _SY390,27,1,0,8,0.1,0,2.9,0,0.4
29628,23,3.6,7.2,14.3,7.1,7.1,1,0,1.6,1.8,16, _Sandy,2,12,244,27600,12, _Sandy,31,11,168,3, _SY390,39,1,0,10,1.6,0,4.3,0,0.3
29641,27,12.7,4.6,11.6,7,4.5,0.5,0,0.8,2.3,11, _Sandy,26,42,195,83900,12, _Sandy,10,33,111,3, _SY295,34,1,1,7,3.3,0,3.5,0,0.2
29648,16,10.6,2.9,8.1,5.2,2.8,0.7,0,0.8,1.2,15, _Clay,44,4,147,102000,18, _Clay,13,9,169,5, _SY295,27,1,0,10,2.4,0,1.1,0,0.5
29659,17,5.5,9.6,15.8,6.2,9.5,0,3.9,0.8,5.1,15, _Sandy,1,23,147,159100,20, _Clay,1,41,49,3, _SY295,45,1,0,7,4,1.5,8.1,2,0.1
29672,13,5.5,5.5,7.6,2.1,5.4,0,0,1.6,3,12, _Sandy,50,8,0,175700,12, _Sandy,35,43,233,5, _SY390,59,1,1,1,4.7,0,2.9,0,0.5
29678,19,2.1,6.4,10.3,3.9,6.3,0,1.5,0.8,3.7,11, _Clay,7,1,214,54700,18, _Sandy,27,27,290,3, _SY390,37,0,0,4,3,0.8,3.6,0.3,0.1
29705,22,5.9,4,11.3,7.3,3.9,0.5,0,1.6,1.6,19, _Sandy,43,1,77,28100,17, _Clay,24,33,174,3, _SY295,77,0,1,9,3.5,0,1.5,0,0.2
29707,17,4.4,8.2,12.2,4,8.1,1.8,0,1.6,7.6,16, _Clay,38,29,251,147100,15, _Sandy,42,38,234,4, _SY295,89,0,0,1,7.7,0,7.1,0,0.1
29716,19,6.1,6.5,7.2,0.7,6.4,2.4,0,1.6,3.2,13, _Clay,37,34,18,184600,12, _Clay,28,37,296,3, _SY390,64,0,1,2,6.4,0,6.4,0,0.5
29718,21,13.7,4.1,5.4,1.3,4,0.4,0,1.6,3.2,20, _Sandy,5,17,289,144300,17, _Clay,42,17,115,5, _SY390,56,0,0,7,3.4,0,3.9,0,0.4
29722,26,2.7,7.4,9.9,2.5,7.3,0,0.7,0.8,1.3,13, _Clay,45,28,232,63600,17, _Clay,20,21,54,5, _SY390,41,1,1,6,3.6,0.4,6.5,0,0.1
29724,17,6.5,7.5,8.6,1.1,7.4,0.3,0,1.6,4.3,16, _Sandy,25,25,47,83000,18, _Sandy,2,44,57,3, _SY390,89,0,1,4,3.2,0,4.3,0,0.2
29727,10,11.4,3.9,5.9,2,3.8,1.4,0,1.6,1.6,16, _Sandy,29,22,153,22500,11, _Sandy,24,36,235,5, _SY295,77,0,1,1,2.9,0,2.6,0,0.3
29729,26,9.9,8.1,16.3,8.2,8,3.8,0,1.6,6.5,14, _Clay,24,5,27,141500,19, _Clay,42,41,296,3, _SY295,89,1,0,3,6.7,0,4,0,0.2
29734,13,13.3,8.8,14.5,5.7,8.7,0,1,1.6,6.8,11, _Clay,22,30,8,1000,19, _Clay,31,37,235,4, _SY295,90,0,1,1,8.6,0.6,5.2,0.7,0.1
29742,15,1.9,7.1,9.6,2.5,7,0.4,0,0.8,6.7,18, _Sandy,21,34,75,38500,16, _Sandy,17,37,297,3, _SY390,65,0,0,2,0.7,0,5,0,0.5
29743,14,8.2,7.3,14.1,6.8,7.2,0,0.3,1.6,5.6,11, _Sandy,30,3,8,58000,11, _Clay,20,24,115,5, _SY295,41,0,1,8,1.7,0,0.9,0.1,0.2
29759,14,10.3,6.6,10.5,3.9,6.5,0,1.9,1.6,3.8,11, _Clay,17,44,104,193000,14, _Sandy,31,30,237,4, _SY390,41,1,0,1,5.1,0.3,5.7,0.8,0.3
29762,24,7.3,7,13.7,6.7,6.9,0,3.2,1.6,5.7,16, _Clay,6,10,152,32900,20, _Clay,17,40,58,3, _SY295,65,0,0,4,6.2,2.6,6.6,0.2,0.1
29772,25,2.3,5.5,13.2,7.7,5.4,0,2.1,0.8,4.4,15, _Sandy,14,28,152,90000,11, _Clay,5,27,238,4, _SY295,82,0,0,1,2.2,0.8,3.6,1.6,0.2
29780,19,1.4,9.2,11.4,2.2,9.1,0,1.9,1.6,4.1,14, _Clay,43,5,142,48300,17, _Sandy,20,41,298,3, _SY390,26,0,0,3,7.7,1,5.2,1.5,0.2
29803,24,12.2,4.9,13.3,8.4,4.8,0,1,1.6,4.1,17, _Clay,14,39,160,142100,14, _Sandy,35,17,1,3, _SY390,61,0,1,2,2.8,0.4,4.1,0.2,0.5
29811,18,11.3,8.6,11.5,2.9,8.5,0,0.2,1.6,3.7,15, _Clay,43,16,150,100300,20, _Sandy,49,31,61,5, _SY295,70,0,0,4,2,0.1,7.2,0,0.5
29814,17,11.1,2,7.4,5.4,1.9,0,0.3,0.8,1.5,17, _Sandy,48,13,63,159400,18, _Sandy,28,29,123,3, _SY390,32,0,1,5,1.8,0,1.9,0,0.2
29820,16,11.8,9.6,12.8,3.2,9.5,0,3.6,1.6,8.3,18, _Sandy,31,7,179,197700,16, _Sandy,24,38,122,4, _SY295,29,0,0,6,7.3,3.4,6,1.1,0.3
29823,30,3.5,6,10.2,4.2,5.9,0,2.9,0.8,3.7,18, _Sandy,35,4,286,137300,19, _Sandy,45,30,0,3, _SY390,84,0,1,3,5.5,0.9,4,2.5,0.3
29825,25,2,2.1,2.9,0.8,2,0,0.1,1.6,1.6,16, _Clay,30,32,160,57200,17, _Sandy,12,35,61,5, _SY390,30,1,1,5,1.9,0,1.9,0,0.2
29835,25,10.1,8.8,10.6,1.8,8.7,0.7,0,1.6,8,15, _Sandy,37,5,160,114300,18, _Sandy,1,21,241,3, _SY390,47,1,0,1,1.9,0,4.3,0,0.3
29859,10,7.7,4.5,12.5,8,4.4,0,0,0.8,2.2,18, _Clay,8,40,177,9100,15, _Clay,16,42,245,5, _SY390,83,0,1,10,3.6,0,3.6,0,0.1
29864,11,2,3.7,5.2,1.5,3.6,0,0.7,1.6,2.4,16, _Sandy,33,19,61,27900,18, _Clay,9,20,125,5, _SY390,37,0,1,5,1.7,0.6,3.3,0.2,0.1
29868,29,8.1,5.5,13.9,8.4,5.4,0,1.9,0.8,4.9,11, _Sandy,47,30,206,106500,11, _Sandy,42,4,5,5, _SY390,42,0,1,1,2.7,0.9,3.2,1.6,0.3
29869,19,5.4,4.3,13,8.7,4.2,0,1.6,1.6,3.3,14, _Clay,32,44,42,86300,19, _Sandy,49,17,65,5, _SY295,38,1,0,4,3.3,1,2.5,1.1,0.5
29871,14,3.9,8.5,13.8,5.3,8.4,0,4,1.6,5.6,12, _Sandy,26,27,216,6300,17, _Sandy,16,22,125,3, _SY390,50,1,1,5,7.1,3.8,8.1,2.1,0.4
29876,23,7.3,9.2,12.1,2.9,9.1,0,1.6,1.6,5,19, _Clay,25,7,196,64800,17, _Clay,5,18,65,4, _SY295,51,0,0,4,9,1,4.6,1.4,0.3
29882,19,13.2,4.4,7,2.6,4.3,0,2,1.6,2.6,15, _Clay,45,15,254,3500,19, _Sandy,16,1,6,5, _SY295,83,0,1,1,3.3,1.5,2,0.4,0.2
29886,29,10.2,4.8,10.3,5.5,4.7,0,0.5,0.8,2.6,11, _Clay,34,26,2,42400,14, _Clay,2,11,127,4, _SY295,41,1,0,5,3.5,0.2,0.9,0.4,0.5
29894,23,9.4,8.4,18,9.6,8.3,0,3.6,1.6,4.1,19, _Clay,12,3,292,199700,20, _Clay,16,25,187,3, _SY390,51,0,1,7,5.8,2,4.2,3.1,0.5
29895,14,6.7,7.2,17.1,9.9,7.1,0,3.3,0.8,6.5,12, _Clay,47,17,128,179500,18, _Sandy,23,37,246,4, _SY295,47,1,1,10,6.6,2.2,3.7,2.4,0.2
29896,18,7.9,4.5,10.7,6.2,4.4,0,0,1.6,3.1,17, _Sandy,6,31,166,119700,18, _Sandy,35,30,247,4, _SY390,63,0,1,9,2.3,0,3,0,0.4
29897,29,5.2,3.3,9.8,6.5,3.2,0,0.1,0.8,1.7,20, _Sandy,42,44,2,99500,16, _Clay,42,42,7,5, _SY390,59,1,0,1,3,0,2.1,0,0.1
29898,20,2.4,2.2,9,6.8,2.1,0,0.1,1.6,0.8,13, _Clay,26,13,137,79300,13, _Sandy,49,9,67,3, _SY295,55,0,1,4,0.8,0,1.4,0,0.3
29901,10,12.6,2.5,12.2,9.7,2.4,0,0.6,0.8,1.7,19, _Clay,16,24,185,118300,19, _Clay,35,19,188,5, _SY295,79,1,0,7,1.4,0.4,1.9,0,0.5
29904,23,4.3,7,8,1,6.9,1.4,0,1.6,2.1,18, _Clay,20,21,292,57800,12, _Clay,5,11,66,4, _SY390,68,0,1,4,5.2,0,5.1,0,0.1
29907,22,4.1,8.5,12,3.5,8.4,0,4,1.6,6.5,20, _Clay,25,18,205,116900,20, _Clay,35,9,128,5, _SY390,30,0,1,5,5.8,2.8,7.4,1.5,0.2
29909,25,11.7,6.2,10.3,4.1,6.1,0,0.3,1.6,1.7,17, _Sandy,44,1,176,76500,15, _Sandy,49,33,247,4, _SY390,88,1,1,9,1.6,0.2,4.6,0,0.5
29925,13,10,5.4,8.1,2.7,5.3,1.8,0,1.6,3,14, _Clay,0,45,156,192100,17, _Sandy,26,16,66,5, _SY390,40,0,0,5,4.4,0,4.5,0,0.5
29946,23,9.2,5,7.6,2.6,4.9,1.7,0,1.6,2.6,19, _Sandy,27,6,0,166900,16, _Sandy,23,33,10,4, _SY295,64,1,0,1,2.8,0,3.6,0,0.5
29994,13,11.9,9.3,11.8,2.5,9.2,1.6,0,0.8,2.8,14, _Clay,2,43,260,95300,16, _Sandy,45,31,11,5, _SY390,53,1,1,2,2.3,0,8.9,0,0.2
29998,10,4.9,3,12.3,9.3,2.9,0,0,0.8,1.2,18, _Sandy,17,9,105,173900,19, _Clay,26,15,191,5, _SY390,58,1,1,8,2.9,0,1.4,0,0.5
